Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
195,195,"Zaleskiewicz, T., Gasiorowska, A., Kesebir, P., Luszczynska, A., & Pyszczynski, T. (2013). Money and the fear of death: The symbolic power of money as an existential anxiety buffer. Journal of Economic Psychology, 36, 55–67. doi:10.1016/j.joep.2013.02.008",4,"Zaleskiewicz, T., Gasiorowska, A., Kesebir, P., Luszczynska, A., & Pyszczynski, T. (2013), Study 4",PsycINFO,Journal,1,1,1,1,1,,1,1,,Fear of death questionnaire,Interacting with money ,,2013,Journal of Economic Psychology,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,"Two expeirmental conditions (real and fake money). Authors made no prediction regarding experimental conditions, hence the two experimental conditions were aggregated.  ",,,,,1,Request for aggregated M and SD of the two experimental conditions. ,0,0.475671785638079,0.0384427651985505,0.472642029041658,0.037954608051926,,Aggregated both experimental condition. ,,,80,40,120,5.25,6.53,2.73,2.61,1,0.475671785638079,0.0384427651985505,0.472642029041658,0.037954608051926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,201a,"Lantian, A. & Muller, D. (2016)",1,"Lantian, A. & Muller, D. (2016), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Libertarianism (a measure of belief in free will.),Watermark in background,"either “€” in money condition, either “Σ” in neutral condition, in the background",2016,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.0728478714493449,0.0648285857977095,-0.0719334630211104,0.0632113043292174,,,,0,33,29,62,4.79,4.91,1.72,1.56,-1,-0.0728478714493449,0.0648285857977095,-0.0719334630211104,0.0632113043292174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,201b,"Lantian, A. & Muller, D. (2016)",2,"Lantian, A. & Muller, D. (2016), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Libertarianism (a measure of belief in free will.),Circling euro symbol, Circling a symbol (“€” vs. “Σ”) among other letters. ,2016,Unpublished,0,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.0511197447338831,0.0430297757939885,0.0506972675046774,0.0423214788220364,,,,0,47,46,93,3.83,3.75,1.56,1.57,1,0.0511197447338831,0.0430297757939885,0.0506972675046774,0.0423214788220364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,201c,"Lantian, A. & Muller, D. (2016)",3,"Lantian, A. & Muller, D. (2016), Study 3",E-mail,Unpublished,1,1,1,1,1,,1,1,,Feeling of freedom,Circling euro symbol, Circling a symbol (“€” vs. “Σ”) among other letters. ,2016,Unpublished,0,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.176976241247298,0.0397628955628293,-0.175632117896053,0.0391611958581419,,,,0,50,51,101,5.56,5.76,1.16,1.1,-1,-0.176976241247298,0.0397628955628293,-0.175632117896053,0.0391611958581419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,201d,"Lantian, A. & Muller, D. (2016)",4,"Lantian, A. & Muller, D. (2016), Study 4",E-mail,Unpublished,1,1,1,1,1,,1,1,,Feeling of freedom,Sentence descrambling,,2016,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.100020838574349,0.0404943901309559,0.0992032295396812,0.039835062364344,,,,0,48,51,94,5.87,5.74,1.31,1.29,1,0.100020838574349,0.0404943901309559,0.0992032295396812,0.039835062364344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,201e,"Lantian, A. & Muller, D. (2016)",5,"Lantian, A. & Muller, D. (2016), Study 5",E-mail,Unpublished,1,1,1,1,1,,1,1,,Aggression,Sentence descrambling,,2016,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,0,,,,,,,,1,-0.0895489987476373,0.0228586749912809,-0.0888109575491677,0.0224834363568614,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202a,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: priming money weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",1,"Mok, A., & De Cremer, D. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Prosociality,Writing Task,List five aspects of cash,2016,European Journal of Work and Organizational Psychology,1,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,1,Results reported in the form of regression. No means and SDs. ,"Ostracism (continous, not manipulated). ",Ostracism = High,0,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N ",0,-0.992376270783854,0.175074252977686,-0.960582925927472,0.164036035911789,,,,,12.83,12.83,25.66,3.792,3.198,0.659069,0.53121,-1,-0.992376270783854,0.175074252977686,-0.960582925927472,0.164036035911789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202a,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: priming money weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",1,"Mok, A., & De Cremer, D. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Prosociality,Writing Task,List five aspects of cash,2016,European Journal of Work and Organizational Psychology,1,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,1,Results reported in the form of regression. No means and SDs. ,"Ostracism (continous, not manipulated). ",Ostracism = Low,1,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N ",0,0.480866959825227,0.160390355281597,0.465461140950006,0.150277939967734,,,,,12.83,12.83,25.66,3.967,4.247,0.56594,0.598177,1,0.480866959825227,0.160390355281597,0.465461140950006,0.150277939967734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202a,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: priming money weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",1,"Mok, A., & De Cremer, D. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Prosociality,Writing Task,List five aspects of cash,2016,European Journal of Work and Organizational Psychology,1,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,1,Results reported in the form of regression. No means and SDs. ,"Ostracism (continous, not manipulated). ",Ostracism = Moderate,0,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N ",0,-0.376987889667631,0.158653933533828,-0.364910105932017,0.148650997482871,,,,,12.83,12.83,25.66,3.879,3.723,0.422664,0.404755,-1,-0.376987889667631,0.158653933533828,-0.364910105932017,0.148650997482871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202b,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: primingmoney weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",2,"Mok, A., & De Cremer, D. (2016), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Prosociality,Writing Task,List five aspects of cash,2016,European Journal of Work and Organizational Psychology,1,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,1,A second factor was ostracism,"Ostracism (ostrcised vs. not ostracised, manipulated)",Ostracism = Not Ostracized,1,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,,,0,-0.0518367235906895,0.0465272502669338,-0.0513725141256983,0.0456976576825352,,Simple main effects of money priming in non-ostracised condition,,0,43,43,86,53.88,53.12,13.09,16.08,-1,-0.0518367235906895,0.0465272502669338,-0.0513725141256983,0.0456976576825352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202b,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: primingmoney weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",2,"Mok, A., & De Cremer, D. (2016), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Prosociality,Writing Task,List five aspects of cash,2016,European Journal of Work and Organizational Psychology,1,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,1,A second factor was ostracism,"Ostracism (ostrcised vs. not ostracised, manipulated)",Ostracism = Ostracized,0,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,,,0,-0.395595477597576,0.0582606841563975,-0.391216191867713,0.0569779194026374,,Simple main effect of money priming in ostracised condition,,1,35,35,70,42.22,31.69,25.77,27.44,-1,-0.395595477597576,0.0582606841563975,-0.391216191867713,0.0569779194026374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202c,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: primingmoney weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",3,"Mok, A., & De Cremer, D. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Prosocial intentions. DV2: Organizational Identification,Organizational annoucement which mentions money AND list three thoughts about money,,2016,European Journal of Work and Organizational Psychology,1,0,0,5,5,1,5,2,2,1,2,2,2,1,2,0,0,1,"Results reported in the form of regression. No means and SDs. There is however, corrleation between condition and prosical intention. This correlation can be converted to cohen d? ","Ostracism (continous, not manipulated). ",Ostracism = High,0,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N for both DVs. Correlation between DVs.",1,-0.832785598502588,0.0980056789201937,-0.80780203054751,0.0922135432960102,,DV1: Prosocial Intentions,,,17,17,34,3.86,3.159,0.700928,0.742159,-1,-0.971132098620611,0.131516140484872,-0.948191970306738,0.125376165670245,,,,,,,,,,,,,,,,DV2: Organizational Identification,,,17,17,34,3.595,2.909,0.960684,1.014284,-11,-7.63883008223021,0.975760662135076,-7.45838527713816,0.930206208753731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202c,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: primingmoney weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",3,"Mok, A., & De Cremer, D. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Prosocial intentions. DV2: Organizational Identification,Organizational annoucement which mentions money AND list three thoughts about money,,2016,European Journal of Work and Organizational Psychology,1,0,0,5,5,1,5,2,2,1,2,2,2,1,2,0,0,1,"Results reported in the form of regression. No means and SDs. There is however, corrleation between condition and prosical intention. This correlation can be converted to cohen d? ","Ostracism (continous, not manipulated). ",Ostracism = Low,1,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N for both DVs. Correlation between DVs.",1,0.255577950597996,0.0912181034651249,0.247910612080056,0.0858271135503361,,DV1: Prosocial Intentions,,,17,17,34,3.697,3.733,0.865852,0.622589,1,0.0477393807379201,0.117680574242254,0.0466116788307251,0.112186527965087,,,,,,,,,,,,,,,,DV2: Organizational Identification,,,17,17,34,3.287,3.764,1.179208,0.853483,1,0.463416520458073,0.120805218697551,0.452469673518118,0.11516529497759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,202c,"Mok, A., & De Cremer, D. (2016). The bonding effect of money in the workplace: primingmoney weakens the negative relationship between ostracism and prosocial behaviour. European Journal of Work and Organizational Psychology, 25(2), 272-286. ",3,"Mok, A., & De Cremer, D. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Prosocial intentions. DV2: Organizational Identification,Organizational annoucement which mentions money AND list three thoughts about money,,2016,European Journal of Work and Organizational Psychology,1,0,0,5,5,1,5,2,2,1,2,2,2,1,2,0,0,1,"Results reported in the form of regression. No means and SDs. There is however, corrleation between condition and prosical intention. This correlation can be converted to cohen d? ","Ostracism (continous, not manipulated). ",Ostracism = Moderate,0,I infer that they expected ostracism=High to have greater effect size. This is based on their hypothesis that money buffers the effect of ostracism. ,1,"Means, SD, N for both DVs. Correlation between DVs.",1,-0.399169576028807,0.0924829443282844,-0.387194488747943,0.0870172023184828,,DV1: Prosocial Intentions,,,17,17,34,3.779,3.446,0.523634,0.503019,-1,-0.648579194100615,0.123833161338532,-0.633258425736034,0.118051874805709,,,,,,,,,,,,,,,,DV2: Organizational Identification,,,17,17,34,3.441,3.336,0.71742,0.684436,-11,-1.64735953752699,0.15755578596884,-1.60844553270352,0.150200121833771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
204,204,"Savani, K., King, D., Ma, A., & Vohs, K. D. (Unpublished)What Good is Money Without Choice?Bi-directional Links Between the Concepts of Money and Choice. [Unpublished raw data, National University of Singapore.]",1,"Savani, K., King, D., Ma, A., & Vohs, K. D. (Unpublished), Study 1",E-mail,Unpublished,1,1,1,1,1,Study 2 is not relevant as its not about money priming,1,1,,Number of recalled actions in the past day. ,Pictures,,Unknown,Unpublished,0,0,0,1,1,1,1,99,99,1,99,2,2,1,2,0,1,1,Two DVs. The DV is the 2nd factor for interaction. ,DV (Choices vs. Actions),DV = Action,0,,,,0,-0.149845456734957,0.0456762318630798,-0.148534855072552,0.0448807248967014,,DV: Number of choices recalled,,,42,46,88,18.69048,19.73913,7.270012,6.741034,-1,-0.149845456734957,0.0456762318630798,-0.148534855072552,0.0448807248967014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
204,204,"Savani, K., King, D., Ma, A., & Vohs, K. D. (Unpublished) What Good is Money Without Choice?Bi-directional Links Between the Concepts of Money and Choice. [Unpublished raw data, National University of Singapore.]",1,"Savani, K., King, D., Ma, A., & Vohs, K. D. (Unpublished), Study 1",E-mail,Unpublished,1,1,1,1,1,Study 2 is not relevant as its not about money priming,1,1,, Number of recalled choices in the past day. ,Pictures,,Unknown,Unpublished,0,0,0,1,1,1,1,99,99,1,99,2,2,1,2,0,1,1,Two DVs. The DV is the 2nd factor for interaction. ,DV (Choices vs. Actions),DV = Choice,1,,,,0,0.276571293112556,0.0519076022126324,0.273832963477778,0.0508848173832295,,DV: Number of choices recalled,,,37,41,78,16.2973,14.60976,6.136706,6.069918,1,0.276571293112556,0.0519076022126324,0.273832963477778,0.0508848173832295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
206,206b,"Park, J. K., Gasiorowska, A., & Vohs, K. D. (2014). Self-Affirmation has the Power to Offset the Harmful Effects of Money Reminders.",2,"Park, J. K., Gasiorowska, A., & Vohs, K. D. (2014), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Preference for solo leisure activities,Sorting money,,2014,Unpublished,0,0,0,3,3,1,3,99,99,1,99,2,2,1,2,0,0,1,,Self-affirmation (Yes vs. No),Self-affirmation = No.,1,,,,0,0.850892649852926,0.109050228769672,0.833987497869093,0.104760151351734,,Simple main effects of money priming in no self-affirmation condition.,,,20,20,40,2.05,0.85,1.57,1.23,1,0.850892649852926,0.109050228769672,0.833987497869093,0.104760151351734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
206,206b,"Park, J. K., Gasiorowska, A., & Vohs, K. D. (2014). Self-Affirmation has the Power to Offset the Harmful Effects of Money Reminders.",2,"Park, J. K., Gasiorowska, A., & Vohs, K. D. (2014), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Preference for solo leisure activities,Sorting money,,2014,Unpublished,0,0,0,3,3,1,3,99,99,1,99,2,2,1,2,0,0,1,,Self-affirmation (Yes vs. No),Self-affirmation = Yes,0,,,,0,0.102896124773398,0.100132345156167,0.100851830903728,0.0961931006666676,,Simple main effects of money priming in no self-affirmation condition.,,,20,20,40,1,0.9,1.03,0.91,1,0.102896124773398,0.100132345156167,0.100851830903728,0.0961931006666676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208a,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",1,"Schuler, J., & Wanke, M. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,System Justification,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,2nd factor is SES (continous and not manipulated). ,SES (continuous),SES = High,1,"""people who would view themselves more as the beneificaries of the socioeconomic system should endorse the system after being reminded of money.""",1,"Median split on SES. Means, SD, n for High vs. Low SES",0,0.686724501182731,0.096395825405979,0.674952081162456,0.0931191542468729,,System Justification,,1,18,28,46,4.7192,4.0446,1.068,0.92435,1,0.686724501182731,0.096395825405979,0.674952081162456,0.0931191542468729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208a,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",1,"Schuler, J., & Wanke, M. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,System Justification,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,2nd factor is SES (continous and not manipulated). ,SES (continuous),SES = Low,0,,1,"Median split on SES. Means, SD, n for High vs. Low SES",0,-0.156766752031752,0.0514733267463931,-0.155214605972032,0.0504590988593207,,System Justification,,0,40,38,78,3.7192,3.8651,0.998,0.854,-1,-0.156766752031752,0.0514733267463931,-0.155214605972032,0.0504590988593207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208b,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",2,"Schuler, J., & Wanke, M. (2016), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Belief in a Just World,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,Two experimental conditions (their money & my money). 2nd factor is SES (continous and not manipulated). Results in hierachical regression. ,SES (continuous),SES = High,1,,1,"Median split on SES. Aggregated Mean, SD, n across two money conditions. Mean, SD, n for neutral conditions. ",0,0.52056205461541,0.0919437491319486,0.511429386990578,0.0887459517629397,,Belief in Just World,,1,23,22,45,4.4391,4.08,0.71715,0.66,1,0.52056205461541,0.0919437491319486,0.511429386990578,0.0887459517629397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208b,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",2,"Schuler, J., & Wanke, M. (2016), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Belief in a Just World,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,Two experimental conditions (their money & my money). 2nd factor is SES (continous and not manipulated). Results in hierachical regression. ,SES (continuous),SES = Low,0,,1,"Median split on SES. Aggregated Mean, SD, n across two money conditions. Mean, SD, n for neutral conditions. ",0,0.119491072311736,0.0689657198458513,0.118224382499245,0.0675112991286536,,Belief in Just World,,0,53,20,73,4.0841,4.005,0.66214,0.66152,1,0.119491072311736,0.0689657198458513,0.118224382499245,0.0675112991286536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208c,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",3,"Schuler, J., & Wanke, M. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,Belief in a Just World,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,2nd factor is SES (continous and not manipulated). ,SES (continuous),SES = High,1,,1,"Median split on SES. Means, SD, n for High vs. Low SES",0,0.160823080321404,0.0714752256233096,0.158697665162971,0.0695984963976632,,Belief in Just World,,0,23,36,59,4.0304,3.9292,0.47043,0.71117,1,0.160823080321404,0.0714752256233096,0.158697665162971,0.0695984963976632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,208c,"Schuler, J., & Wanke, M. (2016). A Fresh Look on Money Priming: Feeling Privileged or Not Makes a Difference. Social Psychological and Personality Science, 7(4), 366-373. ",3,"Schuler, J., & Wanke, M. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,Belief in a Just World,Sentence descrambling,,2016,Social Psychological and Personality Science,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,2nd factor is SES (continous and not manipulated). ,SES (continuous),SES = Low,0,,1,"Median split on SES. Means, SD, n for High vs. Low SES",0,0.229090520060426,0.0688947883805299,0.226262242034989,0.0672041831482078,,Belief in Just World,,0,23,40,63,4.1002,4,0.49724,0.39968,1,0.229090520060426,0.0688947883805299,0.226262242034989,0.0672041831482078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
209,209a,"Reutner, L., Hansen, J., & Greifeneder, R. (2015). The cold heart: Reminders of money cause feelings of physical coldness. Social Psychological and Personality Science, 6(5), 490-495. ",1,"Reutner, L., Hansen, J., & Greifeneder, R. (2015), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Estimated ambient temperature,Placing hand in bank notes.,,2015,Social Psychological and Personality Science,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.98438068714037,0.112112566715187,0.964823454945528,0.107702015759373,,,,1,20,20,40,21.33,22.91,1.62,1.59,1,0.98438068714037,0.112112566715187,0.964823454945528,0.107702015759373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
209,209b,"Reutner, L., Hansen, J., & Greifeneder, R. (2015). The cold heart: Reminders of money cause feelings of physical coldness. Social Psychological and Personality Science, 6(5), 490-495. ",2,"Reutner, L., Hansen, J., & Greifeneder, R. (2015), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Estimated water temperature,Placing hand in bank notes.,,2015,Social Psychological and Personality Science,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.530860289320476,0.0667888116675598,0.524196771044487,0.0651226283614855,,,,1,31,31,62,34.71,35.61,1.73,1.66,1,0.530860289320476,0.0667888116675598,0.524196771044487,0.0651226283614855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
